order_id,merchant_id,customer_ucid,category,price_band,payment_mode,origin_node,destination_pincode,destination_cluster,address_quality,rto_score,delivery_outcome,shipping_mode,created_at
ORD000515,M118,9402268081,electronics,0-500,prepaid,WH0273,229513,east,0.7249,0.0613,delivered,surface,2026-02-04 20:25:09
ORD000516,M057,9465579220,fashion,0-500,COD,WH0132,401437,northeast,0.7091,0.4603,pending,surface,2026-03-18 11:45:39
ORD000517,M115,9545488185,fashion,0-500,COD,WH0268,760260,northeast,0.5727,0.4558,pending,surface,2026-01-17 06:27:22
ORD000518,M054,9358749361,grocery,0-500,COD,WH0125,832136,north,0.7501,0.8145,rto,surface,2025-11-07 11:17:52
ORD000519,M029,9209411762,fashion,1000-2000,COD,WH0068,367422,south,0.7543,0.4021,pending,surface,2026-03-17 04:14:18
ORD000520,M046,9343021403,home,500-1000,COD,WH0107,176374,east,0.7977,0.4997,delivered,surface,2025-11-25 12:45:46
ORD000521,M100,9123094077,fashion,2000+,COD,WH0234,599819,west,0.4307,0.2904,delivered,surface,2026-01-03 04:15:19
ORD000522,M103,9758734964,grocery,0-500,COD,WH0239,308695,north,0.6447,0.3785,delivered,surface,2025-11-26 19:38:06
ORD000523,M064,9845381291,home,500-1000,prepaid,WH0150,641924,west,1.0000,0.1444,delivered,surface,2026-01-20 06:13:24
ORD000524,M084,9303753552,fashion,500-1000,COD,WH0193,402018,south,0.4842,0.6031,delivered,surface,2025-10-23 13:03:23
ORD000525,M072,9548867989,home,2000+,COD,WH0167,636776,south,0.4462,0.4365,pending,surface,2026-02-09 12:21:40
ORD000526,M030,9904436050,beauty,1000-2000,COD,WH0071,226221,west,0.8251,0.3699,delivered,surface,2026-02-09 13:33:12
ORD000527,M050,9435815778,fashion,0-500,prepaid,WH0116,176798,central,0.7000,0.6043,delivered,surface,2025-11-11 19:45:56
ORD000528,M091,9124115848,fashion,1000-2000,COD,WH0210,288264,east,0.8996,0.4086,pending,surface,2026-02-26 09:43:58
ORD000529,M051,9311058330,fashion,2000+,COD,WH0119,381928,south,0.4240,0.4879,rto,surface,2025-10-05 12:57:54
ORD000530,M112,9862513772,electronics,1000-2000,COD,WH0261,387936,south,0.8270,0.2721,delivered,surface,2026-01-15 13:27:51
ORD000531,M080,9563944078,home,2000+,prepaid,WH0184,453867,west,0.5007,0.1810,delivered,surface,2026-01-28 14:26:40
ORD000532,M117,9065069615,electronics,500-1000,COD,WH0271,739923,south,0.7493,0.2421,delivered,surface,2026-02-09 14:12:43
ORD000533,M090,9062917926,home,2000+,prepaid,WH0207,254205,north,0.7629,0.2600,delivered,surface,2025-10-26 12:23:11
ORD000534,M116,9538706309,fashion,0-500,prepaid,WH0269,835988,east,0.4260,0.3075,pending,surface,2025-12-30 12:15:11
ORD000535,M102,9332426050,fashion,2000+,COD,WH0238,766462,east,0.9284,0.0934,delivered,express,2026-03-09 09:58:00
ORD000536,M093,9199764534,beauty,1000-2000,COD,WH0215,596093,south,0.8583,0.1227,delivered,surface,2025-10-16 02:41:18
ORD000537,M083,9122478780,home,0-500,COD,WH0191,574388,north,0.7797,0.4688,rto,surface,2026-02-17 07:49:24
ORD000538,M041,9632326674,beauty,1000-2000,COD,WH0097,796130,northeast,0.8631,0.3355,delivered,surface,2026-03-29 19:08:32
ORD000539,M073,9900735121,grocery,0-500,COD,WH0170,854608,south,0.8081,0.3332,delivered,surface,2026-02-24 17:32:44
ORD000540,M083,9120039344,grocery,1000-2000,COD,WH0192,544826,south,0.7164,0.3697,delivered,surface,2026-01-22 19:56:53
ORD000541,M065,9021104549,electronics,500-1000,COD,WH0152,755283,east,0.0035,0.7706,delivered,express,2026-02-06 19:57:28
ORD000542,M114,9928062389,beauty,0-500,COD,WH0265,570241,north,0.7130,0.1855,delivered,surface,2025-12-30 13:43:19
ORD000543,M100,9019623216,electronics,500-1000,COD,WH0233,832136,east,0.6798,0.4464,delivered,surface,2026-03-13 23:19:39
ORD000544,M044,9618324210,home,500-1000,COD,WH0103,583706,south,0.5739,0.2135,rto,surface,2025-10-13 17:53:07
ORD000545,M020,9814602286,home,0-500,prepaid,WH0045,843317,north,0.7577,0.2004,delivered,surface,2026-02-15 11:25:16
ORD000546,M014,9822121511,fashion,500-1000,COD,WH0032,796096,north,0.8307,0.2893,delivered,surface,2026-03-10 07:20:11
ORD000547,M103,9253220619,electronics,500-1000,prepaid,WH0239,688873,west,0.7946,0.4115,rto,surface,2026-01-04 02:28:24
ORD000548,M001,9951434682,fashion,0-500,COD,WH0001,560766,central,0.7657,0.4432,pending,surface,2026-03-02 18:29:17
ORD000549,M037,9149300159,beauty,500-1000,prepaid,WH0087,658740,north,0.7232,0.0793,pending,surface,2026-02-18 15:29:33
ORD000550,M023,9334598407,grocery,1000-2000,prepaid,WH0053,227527,central,0.9224,0.2132,delivered,surface,2026-01-15 18:14:10
ORD000551,M108,9316134079,home,0-500,prepaid,WH0252,715176,north,0.7749,0.3840,delivered,surface,2026-02-14 14:47:25
ORD000552,M117,9572433491,grocery,2000+,COD,WH0272,818050,south,0.9314,0.4265,delivered,surface,2026-02-10 21:09:14
ORD000553,M055,9353390780,grocery,0-500,COD,WH0127,342314,north,0.7658,0.2910,pending,surface,2025-10-06 10:09:46
ORD000554,M015,9697185114,home,500-1000,COD,WH0035,824592,north,0.7388,0.7865,rto,surface,2025-11-10 14:04:50
ORD000555,M026,9190452603,fashion,500-1000,COD,WH0060,719537,east,0.6740,0.2017,pending,surface,2025-12-06 07:14:26
ORD000556,M065,9118082954,fashion,500-1000,prepaid,WH0151,530091,northeast,0.8623,0.1533,delivered,surface,2026-01-28 00:20:01
ORD000557,M012,9541333665,fashion,2000+,COD,WH0028,556619,north,0.9128,0.4556,rto,surface,2026-03-29 17:13:48
ORD000558,M054,9118978737,home,1000-2000,prepaid,WH0125,835988,west,0.5934,0.4887,rto,surface,2026-02-05 03:58:01
ORD000559,M089,9922053301,beauty,500-1000,COD,WH0206,374849,west,0.8955,0.4216,delivered,surface,2026-02-11 19:39:32
ORD000560,M079,9159576962,home,0-500,prepaid,WH0183,317631,north,0.6250,0.2346,delivered,surface,2026-01-09 03:13:35
ORD000561,M066,9805919347,home,2000+,COD,WH0153,628502,east,0.8395,0.5861,delivered,surface,2025-12-03 17:27:15
ORD000562,M054,9329089841,grocery,500-1000,prepaid,WH0125,181376,north,0.7718,0.3960,delivered,surface,2025-12-08 21:23:02
ORD000563,M003,9540478943,electronics,500-1000,prepaid,WH0007,529805,north,0.6834,0.4340,rto,surface,2026-01-06 22:26:17
ORD000564,M024,9170396101,electronics,500-1000,COD,WH0056,838513,south,0.9540,0.3461,delivered,surface,2025-11-25 15:50:58
ORD000565,M078,9179195884,electronics,2000+,prepaid,WH0180,330343,north,0.5813,0.2714,pending,surface,2025-11-25 08:46:32
ORD000566,M111,9705189157,fashion,0-500,COD,WH0258,279849,west,0.3788,0.6854,delivered,surface,2025-10-18 20:20:05
ORD000567,M085,9761444337,electronics,0-500,COD,WH0196,171157,west,0.6933,0.5312,delivered,surface,2026-01-16 09:35:23
ORD000568,M028,9563452636,electronics,500-1000,COD,WH0065,826852,east,0.6193,0.7466,rto,surface,2026-03-17 09:17:20
ORD000569,M014,9973348434,home,0-500,COD,WH0032,214276,south,0.6094,0.3526,delivered,surface,2025-12-20 19:12:03
ORD000570,M119,9472117456,fashion,1000-2000,COD,WH0277,247109,north,0.6356,0.4284,rto,surface,2025-10-26 12:09:43
ORD000571,M001,9421610817,fashion,1000-2000,COD,WH0001,153978,east,1.0000,0.2732,delivered,surface,2026-03-30 05:13:01
ORD000572,M051,9102387351,beauty,0-500,COD,WH0118,762735,northeast,0.4761,0.2863,delivered,surface,2025-12-22 02:43:04
ORD000573,M084,9644726490,beauty,0-500,prepaid,WH0193,606634,northeast,0.6105,0.5535,rto,surface,2025-11-27 14:27:18
ORD000574,M026,9121139861,grocery,0-500,prepaid,WH0061,354078,west,0.0356,0.4792,delivered,surface,2025-10-19 14:44:25
ORD000575,M092,9675009421,fashion,2000+,COD,WH0213,112158,south,0.4386,0.3668,rto,surface,2026-03-04 17:57:56
ORD000576,M013,9799419735,home,1000-2000,COD,WH0029,267812,east,0.6690,0.5573,rto,surface,2026-02-28 13:46:31
ORD000577,M005,9116885926,fashion,500-1000,prepaid,WH0014,753438,north,0.7221,0.2579,delivered,surface,2026-03-26 17:02:18
ORD000578,M092,9291555313,home,0-500,COD,WH0214,144199,central,0.8916,0.1217,delivered,surface,2025-10-29 03:36:13
ORD000579,M019,9349868225,fashion,0-500,COD,WH0044,498498,north,0.7393,0.2158,delivered,surface,2026-01-11 17:43:35
ORD000580,M083,9349904726,beauty,1000-2000,COD,WH0192,805854,north,0.8216,0.2388,delivered,surface,2025-11-15 08:03:20
ORD000581,M020,9443732019,electronics,500-1000,prepaid,WH0045,186224,north,0.8391,0.2745,delivered,surface,2026-02-12 21:10:53
ORD000582,M021,9448138819,home,2000+,COD,WH0047,537789,south,0.7349,0.2920,delivered,surface,2025-11-10 06:43:17
ORD000583,M092,9767039274,grocery,1000-2000,COD,WH0213,739912,west,0.8976,0.5802,pending,surface,2025-12-08 10:10:25
ORD000584,M006,9758815799,electronics,0-500,prepaid,WH0015,705300,north,0.9582,0.2002,rto,surface,2025-10-19 13:12:03
ORD000585,M009,9831141470,home,500-1000,COD,WH0021,748580,north,0.9431,0.6000,rto,surface,2025-11-28 19:54:04
ORD000586,M102,9451363659,home,0-500,COD,WH0237,403818,west,0.6644,0.3306,delivered,surface,2025-11-01 06:48:01
ORD000587,M065,9354719813,beauty,0-500,prepaid,WH0152,240480,central,0.1260,0.5698,rto,surface,2026-02-02 17:31:59
ORD000588,M082,9110992959,fashion,0-500,COD,WH0188,258437,south,0.6698,0.2073,delivered,surface,2025-10-21 04:58:00
ORD000589,M114,9977320360,electronics,2000+,prepaid,WH0264,561809,northeast,0.8589,0.0564,delivered,surface,2026-02-26 20:49:40
ORD000590,M029,9561518664,grocery,0-500,COD,WH0069,713204,central,0.9497,0.6806,delivered,surface,2026-01-14 23:23:17
ORD000591,M113,9225091357,beauty,0-500,COD,WH0262,286283,west,0.5810,0.3357,delivered,surface,2026-02-04 12:37:30
ORD000592,M074,9686464389,grocery,500-1000,COD,WH0172,510451,south,0.5944,0.5794,delivered,surface,2026-01-27 17:47:07
ORD000593,M073,9048667186,electronics,1000-2000,COD,WH0169,137391,north,0.8968,0.6184,rto,surface,2026-01-11 17:56:25
ORD000594,M097,9624264109,fashion,0-500,COD,WH0225,699465,south,0.5977,0.2368,delivered,surface,2026-01-02 15:26:42
ORD000595,M006,9236790821,home,500-1000,prepaid,WH0015,595435,west,0.6652,0.2199,delivered,surface,2026-02-09 03:12:55
ORD000596,M013,9512948693,home,500-1000,COD,WH0029,417513,northeast,0.7975,0.3346,delivered,surface,2026-02-10 19:26:16
ORD000597,M004,9679926624,electronics,0-500,prepaid,WH0009,733023,central,0.7662,0.0266,rto,surface,2025-11-28 14:58:15
ORD000598,M008,9955792945,electronics,1000-2000,prepaid,WH0020,842441,north,0.6686,0.4131,delivered,surface,2026-03-09 20:46:43
ORD000599,M001,9223016172,electronics,500-1000,prepaid,WH0003,753096,south,0.8421,0.1966,delivered,surface,2025-12-31 20:40:32
ORD000600,M031,9400034094,grocery,2000+,prepaid,WH0073,294275,north,0.7290,0.3439,delivered,surface,2026-03-23 19:28:12
ORD000601,M094,9019623216,fashion,500-1000,COD,WH0217,315827,south,0.6686,0.4408,delivered,surface,2025-10-01 17:38:50
ORD000602,M031,9471500836,fashion,1000-2000,COD,WH0073,819025,central,0.6374,0.6421,rto,surface,2025-11-26 23:37:27
ORD000603,M056,9977663100,fashion,1000-2000,COD,WH0128,638122,south,0.6668,0.5034,delivered,surface,2026-03-11 06:10:49
ORD000604,M049,9721490203,grocery,500-1000,prepaid,WH0115,708874,east,0.8479,0.2491,rto,surface,2026-01-20 14:22:16
ORD000605,M111,9761167666,home,0-500,COD,WH0259,514105,west,0.6735,0.5171,pending,surface,2026-01-04 12:29:29
ORD000606,M103,9584884779,electronics,0-500,COD,WH0239,508576,south,0.3847,0.6980,rto,surface,2025-12-28 08:39:40
ORD000607,M117,9184061485,beauty,0-500,prepaid,WH0271,716136,south,0.6655,0.3366,delivered,surface,2025-12-21 06:29:53
ORD000608,M056,9060204609,beauty,500-1000,COD,WH0128,659752,north,0.6887,0.5096,rto,surface,2025-10-12 17:19:35
ORD000609,M036,9078081008,beauty,500-1000,COD,WH0085,335683,northeast,0.8385,0.3605,rto,surface,2025-11-21 11:09:56
ORD000610,M114,9383387688,grocery,1000-2000,COD,WH0264,805854,east,0.4736,0.4701,rto,surface,2026-02-01 16:33:51
ORD000611,M094,9035455123,beauty,0-500,COD,WH0218,779684,north,0.6556,0.6449,pending,surface,2026-01-22 22:06:22
ORD000612,M003,9965382893,electronics,500-1000,COD,WH0008,189097,west,0.6363,0.3207,delivered,surface,2025-10-26 23:15:02
ORD000613,M038,9159564609,beauty,500-1000,COD,WH0090,472575,west,0.7304,0.2899,delivered,surface,2025-12-15 17:30:50
ORD000614,M015,9231310359,electronics,0-500,prepaid,WH0035,278469,north,0.7747,0.3203,pending,surface,2025-10-14 17:04:29
ORD000615,M028,9399690614,home,0-500,prepaid,WH0066,382808,north,0.7707,0.4144,delivered,surface,2025-11-21 10:06:46
ORD000616,M016,9324939050,electronics,0-500,prepaid,WH0037,491253,west,0.5530,0.5605,rto,surface,2026-03-21 20:05:45
ORD000617,M073,9476571728,electronics,500-1000,prepaid,WH0169,773391,north,0.8318,0.2986,delivered,surface,2025-11-07 13:59:13
ORD000618,M029,9182702125,fashion,2000+,prepaid,WH0068,796220,south,0.7584,0.4190,rto,surface,2025-11-25 16:10:25
ORD000619,M035,9185734404,beauty,1000-2000,COD,WH0082,850962,north,0.8371,0.5998,rto,surface,2026-01-07 16:49:02
ORD000620,M012,9863653621,fashion,500-1000,prepaid,WH0028,374543,south,0.5472,0.1462,delivered,surface,2026-03-21 11:25:35
ORD000621,M095,9274294572,home,0-500,prepaid,WH0219,228042,west,0.6977,0.2657,delivered,surface,2025-12-28 10:49:07
ORD000622,M104,9567794668,home,500-1000,COD,WH0241,118123,north,0.8855,0.2919,delivered,surface,2026-02-09 20:02:45
ORD000623,M008,9374139208,grocery,1000-2000,prepaid,WH0020,178765,north,0.2947,0.4682,rto,surface,2025-11-11 08:22:05
ORD000624,M069,9116288728,electronics,500-1000,COD,WH0160,572446,east,0.5997,0.3440,delivered,surface,2025-11-28 18:15:51
ORD000625,M007,9279433795,home,500-1000,prepaid,WH0018,268063,northeast,0.5642,0.3020,delivered,surface,2025-12-07 01:49:27
ORD000626,M098,9316750115,fashion,500-1000,prepaid,WH0229,317006,north,0.7855,0.0342,delivered,surface,2025-10-31 17:29:41
ORD000627,M012,9904410404,electronics,2000+,COD,WH0027,242050,south,0.9564,0.3276,delivered,surface,2025-10-23 22:25:00
ORD000628,M002,9300871062,fashion,1000-2000,COD,WH0006,178765,east,0.4439,0.2137,delivered,surface,2026-02-04 15:53:49
ORD000629,M077,9511142412,fashion,500-1000,COD,WH0178,303875,south,0.6366,0.5356,delivered,surface,2026-03-23 20:47:38
ORD000630,M002,9760960647,electronics,2000+,COD,WH0004,181583,central,0.5068,0.1128,delivered,surface,2025-11-19 15:51:24
ORD000631,M008,9149420984,beauty,0-500,COD,WH0020,590091,east,0.2863,0.4061,delivered,surface,2025-12-17 19:41:24
ORD000632,M011,9176975059,home,500-1000,prepaid,WH0026,235622,east,0.7855,0.5839,rto,surface,2026-02-15 15:12:40
ORD000633,M015,9191430877,home,2000+,COD,WH0035,184381,north,0.0284,0.4685,delivered,surface,2026-01-27 19:31:27
ORD000634,M089,9383524209,electronics,500-1000,prepaid,WH0206,339473,north,0.5869,0.2845,delivered,surface,2026-03-11 10:56:31
ORD000635,M052,9960936922,home,500-1000,prepaid,WH0120,128489,north,0.6947,0.0764,delivered,surface,2025-12-27 16:15:17
ORD000636,M059,9188616268,beauty,1000-2000,prepaid,WH0137,717140,south,0.9739,0.0792,delivered,surface,2026-01-10 17:52:06
ORD000637,M028,9967604062,home,0-500,prepaid,WH0065,490891,north,1.0000,0.4399,delivered,surface,2025-10-15 22:59:58
ORD000638,M109,9362525565,beauty,500-1000,prepaid,WH0254,184288,south,0.3409,0.3253,pending,surface,2025-12-15 06:14:14
ORD000639,M113,9709476474,fashion,0-500,COD,WH0263,643601,south,0.5402,0.4600,delivered,surface,2026-03-22 08:42:18
ORD000640,M089,9154027320,beauty,0-500,COD,WH0205,622572,north,0.5252,0.6748,pending,surface,2026-03-29 17:16:49
ORD000641,M097,9300548303,electronics,0-500,prepaid,WH0225,341420,west,0.7401,0.3085,delivered,express,2025-10-23 19:39:16
ORD000642,M041,9753447561,fashion,0-500,COD,WH0097,427632,south,0.9234,0.2869,pending,surface,2026-03-09 20:29:08
ORD000643,M103,9438044294,grocery,2000+,prepaid,WH0240,840083,north,0.8186,0.0935,delivered,surface,2025-11-19 21:14:19
ORD000644,M063,9652868384,grocery,0-500,prepaid,WH0147,455608,east,0.7544,0.3412,rto,surface,2026-01-12 19:48:29
ORD000645,M028,9491615585,electronics,500-1000,COD,WH0066,132075,northeast,0.5194,0.4862,rto,surface,2025-12-26 01:48:08
ORD000646,M078,9001235019,fashion,500-1000,prepaid,WH0181,608885,north,0.9724,0.1099,delivered,surface,2026-03-12 15:04:12
ORD000647,M012,9842735991,grocery,1000-2000,prepaid,WH0028,272849,central,0.1223,0.2577,delivered,surface,2025-12-31 00:38:09
ORD000648,M007,9234557594,home,1000-2000,prepaid,WH0017,828125,south,0.8034,0.3708,pending,surface,2025-11-26 23:24:42
ORD000649,M038,9560918944,home,0-500,prepaid,WH0090,483399,northeast,0.5445,0.5323,pending,surface,2026-01-08 10:51:20
ORD000650,M108,9617139282,grocery,1000-2000,COD,WH0252,717140,north,0.8984,0.3371,delivered,surface,2025-11-05 11:54:05
ORD000651,M033,9083064669,grocery,1000-2000,prepaid,WH0076,597265,north,0.6827,0.6079,pending,express,2025-10-01 16:15:11
ORD000652,M072,9418548781,electronics,0-500,prepaid,WH0167,302008,west,0.8308,0.0202,delivered,surface,2025-10-20 15:44:26
ORD000653,M003,9754187308,fashion,1000-2000,prepaid,WH0008,785220,central,0.7164,0.1014,delivered,surface,2025-12-25 15:15:45
ORD000654,M060,9291606326,home,1000-2000,prepaid,WH0139,526415,central,0.6086,0.1434,delivered,surface,2026-02-10 15:57:01
ORD000655,M099,9096012657,beauty,2000+,COD,WH0232,402018,west,0.6099,0.3673,delivered,surface,2025-12-17 01:03:38
ORD000656,M035,9345129195,fashion,0-500,COD,WH0082,482652,northeast,0.6370,0.2607,delivered,surface,2026-02-04 06:58:09
ORD000657,M013,9665834997,electronics,1000-2000,prepaid,WH0030,736623,east,0.6326,0.1564,delivered,surface,2025-12-31 02:05:20
ORD000658,M074,9462341877,electronics,500-1000,prepaid,WH0171,802437,west,0.5478,0.0094,delivered,surface,2025-12-01 12:56:40
ORD000659,M119,9895837112,electronics,2000+,prepaid,WH0277,730283,west,0.8407,0.0897,delivered,surface,2025-12-17 18:54:13
ORD000660,M116,9465760249,grocery,0-500,prepaid,WH0269,138354,west,0.8704,0.2840,delivered,surface,2026-03-19 19:28:06
ORD000661,M119,9568446794,fashion,0-500,prepaid,WH0276,647262,west,0.9343,0.0722,delivered,express,2026-03-29 22:39:06
ORD000662,M047,9127344580,beauty,1000-2000,COD,WH0111,405641,south,0.7829,0.2754,pending,surface,2026-01-11 10:25:29
ORD000663,M062,9040271830,beauty,500-1000,prepaid,WH0144,634974,south,0.9114,0.1696,delivered,surface,2026-03-27 13:08:32
ORD000664,M014,9127023189,fashion,2000+,COD,WH0032,821680,north,0.0957,0.6117,delivered,surface,2025-10-18 11:26:25
ORD000665,M041,9860118376,electronics,0-500,COD,WH0096,161749,west,0.8141,0.3743,delivered,express,2025-11-21 13:42:28
ORD000666,M009,9801170564,electronics,500-1000,COD,WH0021,566897,west,0.8770,0.3240,rto,surface,2025-11-16 13:24:30
ORD000667,M104,9939005266,fashion,0-500,COD,WH0242,137248,west,0.6941,0.5695,rto,surface,2025-12-20 23:40:23
ORD000668,M029,9726525323,fashion,1000-2000,prepaid,WH0067,422523,west,0.7499,0.2618,delivered,surface,2026-01-10 11:20:03
ORD000669,M071,9395951236,beauty,1000-2000,COD,WH0164,800316,south,0.8345,0.6165,delivered,surface,2026-02-28 01:16:52
ORD000670,M082,9198102507,home,0-500,COD,WH0189,197750,north,0.6510,0.3159,pending,surface,2026-03-08 09:05:55
ORD000671,M060,9452205979,electronics,0-500,prepaid,WH0138,566897,south,0.1482,0.4703,pending,surface,2025-12-12 17:24:53
ORD000672,M052,9786038922,fashion,1000-2000,COD,WH0120,153263,west,0.7706,0.5910,delivered,surface,2025-11-08 22:34:59
ORD000673,M056,9480874472,fashion,0-500,COD,WH0128,716198,central,0.4110,0.5284,rto,surface,2026-03-10 02:15:06
ORD000674,M013,9698884393,fashion,0-500,COD,WH0030,290361,west,0.9091,0.3458,delivered,surface,2026-03-11 23:46:29
ORD000675,M009,9969577885,grocery,500-1000,prepaid,WH0021,507172,north,0.8428,0.1305,delivered,surface,2025-10-18 17:40:56
ORD000676,M017,9722514679,home,0-500,COD,WH0040,538518,west,0.6895,0.3818,delivered,surface,2025-11-02 00:52:44
ORD000677,M056,9993327692,fashion,500-1000,COD,WH0130,416923,north,0.6118,0.2717,delivered,express,2025-10-05 23:41:52
ORD000678,M065,9270980774,fashion,0-500,prepaid,WH0151,541299,central,0.7951,0.0611,delivered,surface,2025-10-22 11:26:19
ORD000679,M028,9481603114,fashion,0-500,COD,WH0066,599224,south,0.0484,0.3684,rto,surface,2025-12-05 13:11:56
ORD000680,M081,9855726832,electronics,0-500,prepaid,WH0187,114943,northeast,0.6838,0.0640,delivered,surface,2025-10-12 21:12:04
ORD000681,M051,9070186083,fashion,500-1000,prepaid,WH0119,577112,north,0.7412,0.5617,pending,surface,2026-01-03 14:56:42
ORD000682,M083,9402460848,home,1000-2000,COD,WH0192,669438,west,0.9423,0.8071,rto,surface,2025-11-28 19:34:52
ORD000683,M080,9832353068,fashion,0-500,COD,WH0185,304860,south,0.6181,0.3983,delivered,surface,2025-11-15 13:49:25
ORD000684,M090,9783705196,fashion,2000+,COD,WH0207,648793,south,0.4200,0.3914,delivered,surface,2026-03-10 18:49:23
ORD000685,M011,9561014388,grocery,1000-2000,prepaid,WH0026,751509,north,0.7252,0.4080,rto,surface,2026-03-25 22:42:17
ORD000686,M047,9699459976,beauty,2000+,prepaid,WH0111,540163,central,0.8934,0.0877,delivered,surface,2025-10-19 07:09:56
ORD000687,M080,9534021873,home,2000+,prepaid,WH0184,381682,north,0.6237,0.2514,delivered,surface,2026-01-06 23:38:58
ORD000688,M053,9321147165,electronics,500-1000,COD,WH0123,647578,south,0.7405,0.6031,delivered,surface,2026-03-10 10:03:32
ORD000689,M009,9306899617,fashion,0-500,COD,WH0021,631216,south,0.7516,0.2014,delivered,surface,2025-10-22 06:26:59
ORD000690,M036,9848490006,grocery,2000+,COD,WH0085,272772,west,0.5553,0.1934,delivered,surface,2025-10-12 17:56:36
ORD000691,M015,9488828401,fashion,500-1000,COD,WH0035,720280,west,0.5310,0.2211,pending,surface,2025-11-25 05:37:16
ORD000692,M057,9026225193,home,1000-2000,COD,WH0131,615638,north,0.6441,0.5404,pending,surface,2025-12-25 18:20:18
ORD000693,M077,9293264570,fashion,0-500,COD,WH0179,280709,central,0.8262,0.4378,delivered,surface,2025-10-20 00:43:44
ORD000694,M108,9389367003,home,0-500,prepaid,WH0252,754080,central,0.4347,0.1971,delivered,surface,2025-10-03 06:18:50
ORD000695,M038,9573855128,fashion,0-500,COD,WH0090,638683,south,0.3527,0.6648,delivered,surface,2026-03-06 07:39:44
ORD000696,M079,9299111182,beauty,1000-2000,prepaid,WH0182,304022,northeast,0.6334,0.1972,delivered,surface,2025-11-06 10:16:07
ORD000697,M105,9883166224,grocery,2000+,prepaid,WH0244,724741,east,0.9690,0.1478,delivered,express,2025-11-25 22:38:48
ORD000698,M072,9140654765,electronics,0-500,COD,WH0168,598845,east,0.7453,0.2024,delivered,surface,2026-03-14 21:42:34
ORD000699,M036,9036534027,grocery,2000+,COD,WH0085,736831,east,0.8857,0.4956,delivered,surface,2026-02-18 20:57:27
ORD000700,M072,9426527428,fashion,0-500,COD,WH0168,368694,east,0.7088,0.2474,delivered,surface,2025-10-03 14:15:49
ORD000701,M118,9587916275,grocery,1000-2000,COD,WH0274,320264,north,0.5606,0.4072,delivered,surface,2026-02-15 06:58:24
ORD000702,M032,9666564207,electronics,1000-2000,prepaid,WH0075,514839,south,0.6636,0.4850,delivered,surface,2026-03-09 17:57:14
ORD000703,M013,9683482277,electronics,500-1000,COD,WH0029,396332,south,0.7967,0.2062,delivered,surface,2025-11-09 03:52:13
ORD000704,M110,9455150057,beauty,1000-2000,prepaid,WH0257,396430,south,0.9133,0.1795,delivered,surface,2026-01-17 18:35:07
ORD000705,M062,9640069646,beauty,2000+,COD,WH0144,424803,east,0.0735,0.8282,delivered,surface,2026-02-12 15:53:02
ORD000706,M119,9778170669,electronics,500-1000,COD,WH0277,176798,south,0.7555,0.6639,rto,surface,2025-10-15 08:41:35
ORD000707,M105,9903429583,fashion,0-500,COD,WH0244,344323,north,0.1607,0.6570,rto,surface,2026-03-01 20:28:06
ORD000708,M023,9754068246,beauty,0-500,prepaid,WH0054,470820,north,0.7645,0.2726,delivered,surface,2025-12-21 19:59:09
ORD000709,M042,9743866250,electronics,500-1000,COD,WH0099,657117,north,0.5757,0.3923,delivered,surface,2025-12-12 19:44:55
ORD000710,M080,9121031421,fashion,0-500,prepaid,WH0184,694704,west,0.6711,0.2163,delivered,surface,2026-03-22 04:17:55
ORD000711,M081,9095661182,home,1000-2000,prepaid,WH0187,826379,north,0.4895,0.2870,delivered,surface,2025-11-08 21:56:31
ORD000712,M118,9645817978,electronics,500-1000,prepaid,WH0274,827499,central,0.5853,0.3511,delivered,surface,2026-01-18 17:30:45
ORD000713,M038,9486608370,fashion,500-1000,prepaid,WH0090,779684,north,0.6837,0.2685,delivered,surface,2025-11-03 11:59:20
ORD000714,M099,9797881914,electronics,2000+,prepaid,WH0231,345563,west,0.4522,0.1271,delivered,surface,2025-12-12 18:40:25
ORD000715,M004,9676031692,beauty,0-500,COD,WH0010,210056,west,0.6429,0.2372,delivered,surface,2026-03-20 10:53:42
ORD000716,M055,9980032962,beauty,500-1000,prepaid,WH0127,302457,central,0.8013,0.5032,delivered,surface,2025-11-30 16:47:45
ORD000717,M108,9472677489,home,1000-2000,COD,WH0252,599256,north,0.6796,0.2660,delivered,surface,2026-03-27 11:42:40
ORD000718,M049,9203971010,home,500-1000,COD,WH0114,699243,south,0.6611,0.5291,delivered,surface,2026-02-16 21:16:49
ORD000719,M060,9457080249,fashion,2000+,prepaid,WH0138,837371,northeast,0.3707,0.4507,delivered,express,2026-01-15 06:38:10
ORD000720,M053,9056882168,beauty,0-500,COD,WH0123,139629,east,0.9651,0.3527,delivered,surface,2025-10-03 14:20:28
ORD000721,M081,9512759025,grocery,0-500,prepaid,WH0187,191896,south,0.6963,0.0973,delivered,surface,2026-02-23 09:22:47
ORD000722,M104,9994906806,home,1000-2000,prepaid,WH0241,784486,north,0.5683,0.2372,delivered,surface,2026-03-19 11:17:16
ORD000723,M079,9185356423,fashion,0-500,COD,WH0182,451733,west,0.9005,0.5276,pending,express,2025-11-07 14:40:00
ORD000724,M079,9628900287,home,0-500,prepaid,WH0183,745749,north,0.4606,0.3124,delivered,surface,2025-10-07 18:21:45
ORD000725,M014,9224640694,grocery,0-500,COD,WH0032,277455,west,0.9104,0.1239,delivered,surface,2026-01-22 17:50:19
