intervention_id,order_id,merchant_id,intervention_type,action_owner,initiated_by,confidence_score,outcome,executed_at,completed_at
INT00465,ORD001722,M088,masked_calling,delhivery,system,0.7464,successful_delivery,2026-01-25 10:30:22,2026-01-25 11:30:22
INT00466,ORD001534,M047,merchant_confirmation,merchant,merchant,0.8756,rto,2026-03-20 09:01:14,2026-03-21 19:01:14
INT00467,ORD000440,M101,merchant_confirmation,merchant,merchant,0.7407,successful_delivery,2025-12-06 15:11:06,2025-12-07 02:11:06
INT00468,ORD001279,M102,verification,delhivery,system,0.8625,pending,2025-11-09 08:16:42,
INT00469,ORD002987,M035,cod_to_prepaid,merchant,system,0.8107,successful_delivery,2025-11-11 13:19:36,2025-11-11 16:19:36
INT00470,ORD002630,M087,cod_to_prepaid,merchant,merchant,0.5882,rto,2026-01-10 13:03:52,2026-01-11 00:03:52
INT00471,ORD004814,M073,verification,delhivery,system,0.8287,successful_delivery,2026-02-08 08:48:09,2026-02-09 22:48:09
INT00472,ORD003980,M096,merchant_confirmation,merchant,system,0.4359,successful_delivery,2026-03-09 01:47:47,2026-03-11 05:47:47
INT00473,ORD000908,M098,express_upgrade,delhivery,system,0.7714,successful_delivery,2025-10-10 21:06:47,2025-10-12 01:06:47
INT00474,ORD000748,M039,verification,delhivery,system,0.5381,successful_delivery,2025-11-29 16:09:48,2025-12-01 18:09:48
INT00475,ORD004847,M069,premium_courier,delhivery,system,0.7774,successful_delivery,2025-11-30 17:31:33,2025-12-03 04:31:33
INT00476,ORD003281,M041,premium_courier,delhivery,system,0.7077,successful_delivery,2025-12-06 23:17:51,2025-12-07 11:17:51
INT00477,ORD000207,M045,merchant_confirmation,merchant,merchant,0.7452,rto,2025-10-08 23:06:43,2025-10-09 10:06:43
INT00478,ORD003304,M012,verification,delhivery,system,0.7254,rto,2026-03-11 17:31:30,2026-03-13 04:31:30
INT00479,ORD002839,M078,cod_to_prepaid,merchant,merchant,0.7253,rto,2025-12-02 17:56:20,2025-12-03 15:56:20
INT00480,ORD003987,M114,premium_courier,delhivery,system,0.8078,successful_delivery,2026-01-02 15:29:01,2026-01-05 05:29:01
INT00481,ORD000313,M060,verification,delhivery,system,0.7212,successful_delivery,2026-02-04 17:25:40,2026-02-05 07:25:40
INT00482,ORD003803,M037,premium_courier,delhivery,system,0.8588,pending,2025-11-14 02:46:57,
INT00483,ORD002427,M021,merchant_confirmation,merchant,system,1.0000,successful_delivery,2026-03-28 22:43:50,2026-03-29 19:43:50
INT00484,ORD004548,M091,premium_courier,delhivery,system,0.7027,successful_delivery,2025-11-17 13:53:52,2025-11-18 22:53:52
INT00485,ORD000336,M058,cod_to_prepaid_outreach,delhivery,system,0.5774,pending,2025-11-16 08:49:55,
INT00486,ORD002361,M008,verification,delhivery,system,1.0000,successful_delivery,2025-11-20 09:55:12,2025-11-21 12:55:12
INT00487,ORD002647,M032,verification,delhivery,system,0.6881,rto,2025-11-06 19:57:54,2025-11-09 09:57:54
INT00488,ORD002811,M070,cod_to_prepaid,merchant,merchant,0.7810,rto,2026-01-01 18:19:48,2026-01-03 01:19:48
INT00489,ORD001899,M065,cod_to_prepaid,merchant,merchant,0.7922,pending,2025-11-16 15:18:39,
INT00490,ORD002410,M098,express_upgrade,delhivery,system,0.6690,successful_delivery,2026-03-07 14:14:48,2026-03-07 17:14:48
INT00491,ORD004301,M009,verification,delhivery,system,0.5358,rto,2025-10-11 08:32:02,2025-10-13 18:32:02
INT00492,ORD000283,M009,premium_courier,delhivery,system,0.7713,successful_delivery,2025-10-23 21:29:44,2025-10-25 22:29:44
INT00493,ORD004198,M076,address_enrichment_outreach,delhivery,system,0.7704,pending,2026-01-15 13:50:12,
INT00494,ORD000185,M063,verification,delhivery,system,0.7926,successful_delivery,2025-12-29 08:21:34,2025-12-30 00:21:34
INT00495,ORD002304,M035,cod_to_prepaid,merchant,system,0.7592,successful_delivery,2026-03-06 21:10:55,2026-03-09 13:10:55
INT00496,ORD003169,M081,merchant_confirmation,merchant,merchant,0.5534,successful_delivery,2025-10-28 00:18:19,2025-10-30 20:18:19
INT00497,ORD001918,M090,verification,delhivery,system,0.6384,successful_delivery,2025-10-03 16:20:05,2025-10-06 01:20:05
INT00498,ORD000746,M006,premium_courier,delhivery,system,0.8214,successful_delivery,2025-10-08 06:11:59,2025-10-10 23:11:59
INT00499,ORD000325,M097,address_enrichment_outreach,delhivery,system,0.8911,successful_delivery,2025-11-03 18:49:02,2025-11-05 00:49:02
INT00500,ORD003414,M102,premium_courier,delhivery,system,0.9015,successful_delivery,2025-10-29 10:11:37,2025-10-31 05:11:37
INT00501,ORD004924,M034,premium_courier,delhivery,system,0.7698,pending,2026-01-27 22:08:10,
INT00502,ORD002455,M032,merchant_confirmation,merchant,system,0.5511,successful_delivery,2026-01-17 10:43:48,2026-01-18 15:43:48
INT00503,ORD004590,M100,address_enrichment_outreach,delhivery,system,0.6613,pending,2025-10-23 16:24:20,
INT00504,ORD001489,M023,cod_to_prepaid,merchant,merchant,0.8614,successful_delivery,2025-10-23 23:18:23,2025-10-25 11:18:23
INT00505,ORD002682,M100,verification,delhivery,system,0.8203,pending,2026-01-04 07:48:51,
INT00506,ORD004619,M067,address_enrichment_outreach,delhivery,system,0.5020,rto,2026-01-04 12:21:10,2026-01-05 01:21:10
INT00507,ORD004826,M078,merchant_confirmation,merchant,system,0.5230,rto,2026-01-14 13:54:38,2026-01-14 22:54:38
INT00508,ORD002724,M067,express_upgrade,delhivery,system,0.7639,rto,2026-01-28 01:04:06,2026-01-29 05:04:06
INT00509,ORD002181,M052,premium_courier,delhivery,system,0.8060,rto,2026-03-13 17:08:27,2026-03-16 10:08:27
INT00510,ORD002145,M001,merchant_confirmation,merchant,system,0.6344,pending,2026-01-03 21:19:03,
INT00511,ORD004610,M110,verification,delhivery,system,0.7121,rto,2025-12-05 14:42:02,2025-12-06 16:42:02
INT00512,ORD000835,M007,merchant_confirmation,merchant,merchant,1.0000,rto,2025-11-24 09:35:27,2025-11-26 23:35:27
INT00513,ORD002874,M014,merchant_confirmation,merchant,system,0.5051,successful_delivery,2025-12-29 19:03:03,2025-12-30 09:03:03
INT00514,ORD004738,M072,merchant_confirmation,merchant,merchant,0.6556,rto,2025-10-23 12:14:52,2025-10-25 15:14:52
INT00515,ORD004298,M047,cod_to_prepaid_outreach,delhivery,system,0.7053,successful_delivery,2025-12-17 22:49:26,2025-12-17 23:49:26
INT00516,ORD002798,M090,merchant_confirmation,merchant,merchant,0.8167,successful_delivery,2025-10-14 13:15:11,2025-10-14 14:15:11
INT00517,ORD000639,M113,premium_courier,delhivery,system,0.6620,rto,2026-03-22 09:09:18,2026-03-24 10:09:18
INT00518,ORD000099,M065,cod_to_prepaid,merchant,merchant,0.8657,rto,2025-11-14 18:31:23,2025-11-17 15:31:23
INT00519,ORD001795,M082,premium_courier,delhivery,system,0.7812,rto,2025-10-16 01:01:36,2025-10-19 01:01:36
INT00520,ORD003174,M065,cod_to_prepaid,merchant,merchant,0.6248,successful_delivery,2026-02-13 10:31:39,2026-02-14 21:31:39
INT00521,ORD002062,M084,verification,delhivery,system,0.6181,pending,2026-01-16 15:56:26,
INT00522,ORD002929,M108,premium_courier,delhivery,system,0.7191,rto,2025-11-21 11:46:18,2025-11-24 08:46:18
INT00523,ORD002461,M059,address_enrichment_outreach,delhivery,system,0.7401,successful_delivery,2025-12-07 21:45:02,2025-12-10 00:45:02
INT00524,ORD004371,M062,masked_calling,delhivery,system,0.6589,rto,2026-03-05 21:02:48,2026-03-06 01:02:48
INT00525,ORD003403,M018,verification,delhivery,system,0.7319,rto,2026-03-02 22:02:11,2026-03-05 15:02:11
INT00526,ORD003749,M039,premium_courier,delhivery,system,0.7313,pending,2026-03-10 10:07:31,
INT00527,ORD001091,M068,cod_to_prepaid_outreach,delhivery,system,0.4644,rto,2025-10-14 12:24:36,2025-10-14 13:24:36
INT00528,ORD004864,M098,verification,delhivery,system,0.6855,pending,2026-03-22 21:57:03,
INT00529,ORD000388,M117,merchant_confirmation,merchant,system,0.7981,rto,2025-11-13 16:23:46,2025-11-15 16:23:46
INT00530,ORD003631,M065,premium_courier,delhivery,system,0.5925,rto,2026-02-19 00:20:22,2026-02-19 03:20:22
INT00531,ORD000719,M060,cod_to_prepaid,merchant,merchant,0.7069,successful_delivery,2026-01-15 06:51:10,2026-01-15 21:51:10
INT00532,ORD000637,M028,cod_to_prepaid,merchant,system,0.9746,successful_delivery,2025-10-15 23:28:58,2025-10-16 09:28:58
INT00533,ORD004209,M008,premium_courier,delhivery,system,1.0000,rto,2026-03-06 06:59:46,2026-03-07 19:59:46
INT00534,ORD000355,M021,verification,delhivery,system,0.8896,rto,2026-01-18 07:21:36,2026-01-20 04:21:36
INT00535,ORD004700,M064,merchant_confirmation,merchant,merchant,0.7054,successful_delivery,2025-12-16 12:44:01,2025-12-18 03:44:01
INT00536,ORD001378,M022,verification,delhivery,system,0.8290,successful_delivery,2025-10-20 17:06:23,2025-10-21 22:06:23
INT00537,ORD003725,M043,masked_calling,delhivery,system,0.7014,rto,2025-12-25 21:16:30,2025-12-26 03:16:30
INT00538,ORD004922,M019,verification,delhivery,system,0.7268,successful_delivery,2025-11-20 16:21:59,2025-11-21 20:21:59
INT00539,ORD004767,M004,verification,delhivery,system,0.4246,successful_delivery,2026-02-17 01:42:41,2026-02-18 14:42:41
INT00540,ORD001995,M057,premium_courier,delhivery,system,0.9185,rto,2025-10-10 23:16:48,2025-10-12 06:16:48
INT00541,ORD002641,M073,premium_courier,delhivery,system,0.8131,pending,2026-02-14 20:05:38,
INT00542,ORD002049,M010,express_upgrade,delhivery,system,0.7583,successful_delivery,2026-02-21 22:03:45,2026-02-22 16:03:45
INT00543,ORD001325,M110,address_enrichment_outreach,delhivery,system,0.9635,successful_delivery,2025-10-16 11:58:57,2025-10-18 10:58:57
INT00544,ORD000132,M032,masked_calling,delhivery,system,0.7225,rto,2026-02-22 11:34:31,2026-02-24 12:34:31
INT00545,ORD003950,M027,cod_to_prepaid,merchant,merchant,0.5838,rto,2025-11-22 07:41:47,2025-11-23 00:41:47
INT00546,ORD004766,M096,cod_to_prepaid,merchant,system,0.7444,successful_delivery,2025-10-16 16:28:49,2025-10-19 00:28:49
INT00547,ORD001469,M047,merchant_confirmation,merchant,merchant,0.7769,rto,2026-02-14 17:54:13,2026-02-17 17:54:13
INT00548,ORD000744,M014,verification,delhivery,system,0.6081,rto,2026-02-23 03:37:31,2026-02-25 07:37:31
INT00549,ORD002405,M035,cod_to_prepaid,merchant,system,0.7361,pending,2025-12-10 15:44:18,
INT00550,ORD001879,M042,cod_to_prepaid,merchant,merchant,0.9636,rto,2026-01-18 14:58:40,2026-01-21 00:58:40
INT00551,ORD000879,M098,premium_courier,delhivery,system,0.5323,successful_delivery,2025-12-16 20:47:21,2025-12-17 04:47:21
INT00552,ORD003574,M097,premium_courier,delhivery,system,0.4971,successful_delivery,2025-12-05 19:43:05,2025-12-06 23:43:05
INT00553,ORD001676,M040,address_enrichment_outreach,delhivery,system,0.7659,successful_delivery,2025-10-11 08:54:48,2025-10-13 13:54:48
INT00554,ORD000483,M083,merchant_confirmation,merchant,merchant,0.8797,rto,2025-10-20 16:44:38,2025-10-21 16:44:38
INT00555,ORD001906,M062,verification,delhivery,system,0.7677,successful_delivery,2025-10-11 18:59:48,2025-10-12 02:59:48
INT00556,ORD002240,M050,premium_courier,delhivery,system,0.6524,pending,2026-02-02 16:59:55,
INT00557,ORD000598,M008,merchant_confirmation,merchant,merchant,0.7016,pending,2026-03-09 21:11:43,
INT00558,ORD000916,M059,merchant_confirmation,merchant,system,0.5228,successful_delivery,2025-11-22 15:15:36,2025-11-24 15:15:36
INT00559,ORD004227,M067,cod_to_prepaid,merchant,merchant,0.5801,pending,2026-01-27 17:52:21,
INT00560,ORD001751,M014,cod_to_prepaid,merchant,system,0.8142,rto,2025-12-18 13:19:42,2025-12-20 07:19:42
INT00561,ORD003253,M085,merchant_confirmation,merchant,merchant,0.9271,pending,2026-01-04 00:53:13,
INT00562,ORD003028,M085,merchant_confirmation,merchant,merchant,1.0000,rto,2025-12-18 11:35:08,2025-12-20 03:35:08
INT00563,ORD003645,M109,cod_to_prepaid_outreach,delhivery,system,0.8424,rto,2025-10-05 17:11:26,2025-10-08 12:11:26
INT00564,ORD003883,M025,cod_to_prepaid,merchant,system,0.8457,rto,2025-12-17 00:04:09,2025-12-18 05:04:09
INT00565,ORD004082,M057,cod_to_prepaid,merchant,system,1.0000,successful_delivery,2025-10-12 05:19:22,2025-10-13 13:19:22
INT00566,ORD004799,M046,verification,delhivery,system,0.7671,rto,2025-10-31 22:11:25,2025-11-02 22:11:25
INT00567,ORD004446,M013,merchant_confirmation,merchant,system,0.8399,successful_delivery,2025-10-21 12:17:01,2025-10-23 03:17:01
INT00568,ORD001700,M110,verification,delhivery,system,0.6838,successful_delivery,2026-03-12 22:38:14,2026-03-14 23:38:14
INT00569,ORD002956,M054,merchant_confirmation,merchant,merchant,0.6892,pending,2026-02-09 19:18:42,
INT00570,ORD004473,M108,verification,delhivery,system,0.7697,successful_delivery,2026-02-02 09:08:46,2026-02-03 21:08:46
INT00571,ORD001053,M024,masked_calling,delhivery,system,0.6645,successful_delivery,2025-12-13 05:53:09,2025-12-14 21:53:09
INT00572,ORD004210,M021,verification,delhivery,system,0.6403,pending,2026-01-16 17:24:50,
INT00573,ORD002532,M079,merchant_confirmation,merchant,system,0.7151,pending,2025-10-17 08:17:38,
INT00574,ORD004409,M025,merchant_confirmation,merchant,merchant,0.4415,rto,2025-11-10 00:57:37,2025-11-10 10:57:37
INT00575,ORD003221,M115,premium_courier,delhivery,system,0.8310,successful_delivery,2026-01-09 07:58:39,2026-01-12 01:58:39
INT00576,ORD004561,M046,premium_courier,delhivery,system,0.6347,successful_delivery,2026-03-09 05:42:46,2026-03-11 00:42:46
INT00577,ORD003049,M034,cod_to_prepaid,merchant,system,0.7771,successful_delivery,2025-10-03 17:00:25,2025-10-05 08:00:25
INT00578,ORD003995,M069,merchant_confirmation,merchant,system,0.7389,rto,2025-10-26 19:34:35,2025-10-27 02:34:35
INT00579,ORD001805,M067,premium_courier,delhivery,system,1.0000,successful_delivery,2026-02-09 14:47:54,2026-02-11 19:47:54
INT00580,ORD002795,M029,cod_to_prepaid,merchant,merchant,0.6936,successful_delivery,2025-10-18 11:59:32,2025-10-20 00:59:32
INT00581,ORD002615,M084,cod_to_prepaid,merchant,merchant,0.8525,rto,2026-01-23 11:36:17,2026-01-25 03:36:17
INT00582,ORD003465,M081,premium_courier,delhivery,system,0.8235,successful_delivery,2025-11-22 08:46:17,2025-11-24 11:46:17
INT00583,ORD003914,M054,address_enrichment_outreach,delhivery,system,0.8204,rto,2025-11-08 22:42:22,2025-11-11 14:42:22
INT00584,ORD002914,M101,merchant_confirmation,merchant,system,0.6544,rto,2025-11-27 14:21:53,2025-11-28 09:21:53
INT00585,ORD004122,M060,premium_courier,delhivery,system,0.7945,rto,2025-11-20 09:10:43,2025-11-22 12:10:43
INT00586,ORD000922,M073,cod_to_prepaid_outreach,delhivery,system,0.7655,rto,2026-01-16 19:57:40,2026-01-18 03:57:40
INT00587,ORD001823,M042,cod_to_prepaid,merchant,merchant,0.4318,rto,2025-12-26 00:55:03,2025-12-26 10:55:03
INT00588,ORD000806,M080,verification,delhivery,system,0.5999,rto,2026-03-05 23:13:22,2026-03-08 02:13:22
INT00589,ORD000445,M027,premium_courier,delhivery,system,0.5497,rto,2025-10-18 13:56:08,2025-10-20 06:56:08
INT00590,ORD001511,M020,merchant_confirmation,merchant,merchant,0.8797,pending,2026-01-19 16:09:01,
INT00591,ORD002355,M076,merchant_confirmation,merchant,merchant,0.7795,rto,2025-12-23 12:20:45,2025-12-24 11:20:45
INT00592,ORD002833,M077,address_enrichment_outreach,delhivery,system,0.6574,successful_delivery,2026-01-13 08:31:45,2026-01-14 10:31:45
INT00593,ORD004764,M104,merchant_confirmation,merchant,merchant,0.8624,rto,2026-01-31 13:30:00,2026-02-02 20:30:00
INT00594,ORD000766,M106,cod_to_prepaid,merchant,merchant,0.2797,rto,2026-01-18 12:50:51,2026-01-19 00:50:51
INT00595,ORD000061,M062,verification,delhivery,system,0.6281,pending,2025-12-16 20:53:02,
INT00596,ORD004737,M029,merchant_confirmation,merchant,system,1.0000,rto,2026-02-04 08:30:05,2026-02-04 10:30:05
INT00597,ORD004627,M095,express_upgrade,delhivery,system,0.6857,rto,2025-12-31 22:32:08,2026-01-03 21:32:08
INT00598,ORD001080,M026,merchant_confirmation,merchant,merchant,0.6549,rto,2026-02-04 10:38:16,2026-02-04 13:38:16
INT00599,ORD001329,M040,premium_courier,delhivery,system,0.6601,rto,2025-11-08 15:34:30,2025-11-10 22:34:30
INT00600,ORD002783,M058,premium_courier,delhivery,system,0.8645,successful_delivery,2025-11-24 22:02:16,2025-11-26 19:02:16
INT00601,ORD004121,M050,express_upgrade,delhivery,system,0.7251,pending,2026-03-12 08:43:17,
INT00602,ORD004921,M041,merchant_confirmation,merchant,system,0.6463,successful_delivery,2025-10-22 13:17:14,2025-10-24 12:17:14
INT00603,ORD001359,M003,masked_calling,delhivery,system,0.7848,rto,2026-02-03 18:36:12,2026-02-04 16:36:12
INT00604,ORD000151,M014,verification,delhivery,system,0.6166,pending,2025-11-20 04:07:49,
INT00605,ORD004705,M037,premium_courier,delhivery,system,0.7041,rto,2026-02-09 01:46:47,2026-02-09 11:46:47
INT00606,ORD003396,M018,verification,delhivery,system,0.8689,successful_delivery,2025-10-15 13:30:30,2025-10-17 01:30:30
INT00607,ORD001157,M007,cod_to_prepaid,merchant,system,0.6341,successful_delivery,2025-12-26 16:30:55,2025-12-29 15:30:55
INT00608,ORD000069,M038,premium_courier,delhivery,system,0.7215,successful_delivery,2026-01-12 22:01:05,2026-01-13 05:01:05
INT00609,ORD001580,M022,premium_courier,delhivery,system,0.9021,pending,2025-11-18 14:24:09,
INT00610,ORD004483,M033,premium_courier,delhivery,system,1.0000,pending,2026-02-10 17:31:14,
INT00611,ORD003315,M046,premium_courier,delhivery,system,0.6587,successful_delivery,2026-01-01 14:25:51,2026-01-02 17:25:51
INT00612,ORD001490,M026,premium_courier,delhivery,system,0.7004,successful_delivery,2025-11-08 20:30:13,2025-11-09 07:30:13
INT00613,ORD000055,M034,verification,delhivery,system,0.9473,rto,2026-03-02 14:57:55,2026-03-04 00:57:55
INT00614,ORD003029,M059,cod_to_prepaid_outreach,delhivery,system,0.7905,successful_delivery,2025-11-02 09:49:28,2025-11-02 21:49:28
INT00615,ORD000912,M040,verification,delhivery,system,0.6281,successful_delivery,2026-02-12 12:27:49,2026-02-13 03:27:49
INT00616,ORD001508,M042,premium_courier,delhivery,system,0.6084,successful_delivery,2026-03-26 21:10:18,2026-03-28 17:10:18
INT00617,ORD004233,M011,address_enrichment_outreach,delhivery,system,0.6789,rto,2025-11-02 18:21:14,2025-11-02 22:21:14
INT00618,ORD003088,M037,merchant_confirmation,merchant,system,0.7076,rto,2025-12-21 15:15:23,2025-12-23 02:15:23
INT00619,ORD004351,M117,merchant_confirmation,merchant,merchant,0.4724,successful_delivery,2025-12-11 16:56:34,2025-12-13 13:56:34
INT00620,ORD002589,M105,verification,delhivery,system,0.6201,pending,2026-01-09 18:00:39,
INT00621,ORD004519,M116,merchant_confirmation,merchant,system,0.6561,rto,2025-11-23 10:10:32,2025-11-24 10:10:32
INT00622,ORD000450,M106,verification,delhivery,system,0.6517,successful_delivery,2026-03-14 14:29:45,2026-03-17 03:29:45
INT00623,ORD003236,M093,cod_to_prepaid,merchant,system,0.7506,rto,2026-01-02 14:00:01,2026-01-05 09:00:01
INT00624,ORD000737,M089,merchant_confirmation,merchant,merchant,0.7480,rto,2026-02-05 21:18:19,2026-02-07 07:18:19
INT00625,ORD002862,M112,premium_courier,delhivery,system,0.6249,successful_delivery,2025-10-25 21:59:22,2025-10-25 22:59:22
INT00626,ORD002834,M057,merchant_confirmation,merchant,merchant,0.7027,successful_delivery,2026-03-28 14:31:58,2026-03-30 05:31:58
INT00627,ORD000682,M083,masked_calling,delhivery,system,0.4181,rto,2025-11-28 20:10:52,2025-12-01 03:10:52
INT00628,ORD000463,M078,cod_to_prepaid,merchant,merchant,0.9510,rto,2026-02-06 12:18:07,2026-02-07 16:18:07
INT00629,ORD004365,M021,verification,delhivery,system,0.8137,successful_delivery,2025-10-03 23:38:02,2025-10-06 18:38:02
INT00630,ORD000345,M008,merchant_confirmation,merchant,system,0.6556,successful_delivery,2025-11-16 07:42:27,2025-11-17 06:42:27
INT00631,ORD000998,M048,cod_to_prepaid_outreach,delhivery,system,0.4932,successful_delivery,2025-11-10 12:41:29,2025-11-11 03:41:29
INT00632,ORD001369,M075,cod_to_prepaid,merchant,merchant,0.9179,successful_delivery,2025-10-14 12:53:44,2025-10-15 04:53:44
INT00633,ORD000473,M045,premium_courier,delhivery,system,0.7476,pending,2025-12-18 19:38:30,
INT00634,ORD002305,M047,cod_to_prepaid,merchant,system,0.8393,successful_delivery,2026-03-25 21:51:14,2026-03-28 14:51:14
INT00635,ORD003444,M119,premium_courier,delhivery,system,0.6873,rto,2025-10-19 00:07:37,2025-10-19 14:07:37
INT00636,ORD002519,M070,cod_to_prepaid,merchant,merchant,0.4942,pending,2026-01-30 08:53:55,
INT00637,ORD001544,M110,premium_courier,delhivery,system,0.8540,successful_delivery,2025-11-04 09:07:56,2025-11-05 07:07:56
INT00638,ORD001740,M074,verification,delhivery,system,0.9043,successful_delivery,2025-11-24 07:20:13,2025-11-26 10:20:13
INT00639,ORD000174,M015,masked_calling,delhivery,system,0.7729,successful_delivery,2025-12-12 17:29:23,2025-12-14 03:29:23
INT00640,ORD002458,M114,cod_to_prepaid,merchant,merchant,0.5774,successful_delivery,2025-11-07 23:00:14,2025-11-08 05:00:14
INT00641,ORD002345,M022,premium_courier,delhivery,system,0.9798,successful_delivery,2025-11-25 17:11:52,2025-11-27 05:11:52
INT00642,ORD000088,M086,merchant_confirmation,merchant,merchant,0.7356,successful_delivery,2026-03-23 18:14:47,2026-03-25 15:14:47
INT00643,ORD004208,M094,premium_courier,delhivery,system,0.5959,rto,2025-10-23 18:03:52,2025-10-24 08:03:52
INT00644,ORD000324,M025,masked_calling,delhivery,system,0.9891,rto,2026-03-27 20:50:52,2026-03-28 20:50:52
INT00645,ORD002072,M055,merchant_confirmation,merchant,merchant,0.8192,rto,2026-01-20 10:31:44,2026-01-21 09:31:44
INT00646,ORD003723,M082,cod_to_prepaid_outreach,delhivery,system,0.7246,pending,2026-02-08 13:29:57,
INT00647,ORD002469,M070,verification,delhivery,system,0.5846,successful_delivery,2025-11-28 12:01:21,2025-11-30 23:01:21
INT00648,ORD003968,M083,premium_courier,delhivery,system,0.5545,rto,2026-03-23 22:16:38,2026-03-26 21:16:38
INT00649,ORD003730,M040,premium_courier,delhivery,system,0.7644,rto,2025-12-19 11:20:26,2025-12-21 13:20:26
INT00650,ORD004485,M046,premium_courier,delhivery,system,0.7411,successful_delivery,2026-02-04 13:58:21,2026-02-04 19:58:21
INT00651,ORD000230,M073,verification,delhivery,system,0.8895,successful_delivery,2026-02-22 20:38:03,2026-02-24 06:38:03
INT00652,ORD002675,M069,merchant_confirmation,merchant,system,1.0000,successful_delivery,2026-01-12 12:03:32,2026-01-13 22:03:32
INT00653,ORD001893,M037,cod_to_prepaid,merchant,merchant,0.5640,rto,2026-01-31 19:04:23,2026-02-01 03:04:23
INT00654,ORD004067,M013,cod_to_prepaid,merchant,system,0.6900,rto,2025-12-10 18:30:16,2025-12-10 22:30:16
INT00655,ORD000990,M004,merchant_confirmation,merchant,system,0.8493,rto,2025-10-25 15:12:34,2025-10-26 19:12:34
INT00656,ORD003913,M088,express_upgrade,delhivery,system,0.5600,successful_delivery,2026-02-11 22:32:53,2026-02-13 06:32:53
INT00657,ORD003884,M109,merchant_confirmation,merchant,system,0.5427,successful_delivery,2025-12-23 14:02:44,2025-12-26 09:02:44
INT00658,ORD002074,M092,express_upgrade,delhivery,system,0.4952,successful_delivery,2025-11-03 14:57:55,2025-11-04 00:57:55
INT00659,ORD000211,M028,cod_to_prepaid_outreach,delhivery,system,0.8707,rto,2025-12-25 20:32:37,2025-12-26 20:32:37
INT00660,ORD001773,M094,masked_calling,delhivery,system,0.7903,successful_delivery,2026-03-14 14:00:52,2026-03-17 06:00:52
INT00661,ORD000785,M052,verification,delhivery,system,0.8488,successful_delivery,2026-03-25 15:22:09,2026-03-27 09:22:09
INT00662,ORD001971,M114,verification,delhivery,system,0.7932,pending,2025-10-30 22:57:16,
INT00663,ORD000018,M104,premium_courier,delhivery,system,0.6794,rto,2025-10-27 23:50:59,2025-10-29 06:50:59
INT00664,ORD003760,M060,express_upgrade,delhivery,system,0.6279,successful_delivery,2025-11-27 21:05:35,2025-11-29 00:05:35
INT00665,ORD004300,M050,cod_to_prepaid,merchant,system,0.5298,successful_delivery,2026-01-14 09:55:32,2026-01-15 00:55:32
INT00666,ORD004514,M055,verification,delhivery,system,0.7782,successful_delivery,2026-03-10 20:18:02,2026-03-11 11:18:02
INT00667,ORD003211,M057,premium_courier,delhivery,system,0.8756,successful_delivery,2025-10-12 11:09:27,2025-10-12 19:09:27
INT00668,ORD002041,M092,cod_to_prepaid,merchant,system,0.6237,successful_delivery,2025-10-08 22:26:30,2025-10-11 08:26:30
INT00669,ORD000938,M057,premium_courier,delhivery,system,0.6889,successful_delivery,2026-03-26 09:28:19,2026-03-27 01:28:19
INT00670,ORD000409,M091,premium_courier,delhivery,system,0.6691,pending,2026-03-13 06:07:18,
INT00671,ORD001293,M038,premium_courier,delhivery,system,0.6963,pending,2025-10-12 21:30:08,
INT00672,ORD002842,M092,masked_calling,delhivery,system,0.9383,successful_delivery,2025-11-29 17:53:22,2025-11-30 12:53:22
INT00673,ORD002068,M058,verification,delhivery,system,0.8604,rto,2026-01-21 18:05:16,2026-01-22 00:05:16
INT00674,ORD002832,M117,merchant_confirmation,merchant,merchant,0.9418,pending,2026-03-19 18:55:57,
INT00675,ORD003215,M108,express_upgrade,delhivery,system,0.8609,successful_delivery,2025-11-04 14:16:08,2025-11-07 09:16:08
INT00676,ORD003918,M086,merchant_confirmation,merchant,system,0.5909,successful_delivery,2026-02-26 03:13:09,2026-02-26 08:13:09
INT00677,ORD000149,M075,merchant_confirmation,merchant,merchant,0.7919,successful_delivery,2026-02-01 22:05:55,2026-02-02 04:05:55
INT00678,ORD000558,M054,cod_to_prepaid,merchant,merchant,0.5938,rto,2026-02-05 05:05:01,2026-02-07 17:05:01
INT00679,ORD002755,M010,cod_to_prepaid,merchant,system,0.6116,rto,2025-11-08 14:41:17,2025-11-08 16:41:17
INT00680,ORD002096,M061,verification,delhivery,system,0.3955,rto,2026-02-02 20:43:46,2026-02-04 03:43:46
INT00681,ORD001027,M092,cod_to_prepaid,merchant,system,0.6227,successful_delivery,2025-11-14 20:42:25,2025-11-15 11:42:25
INT00682,ORD001743,M071,verification,delhivery,system,0.5826,successful_delivery,2025-11-05 01:09:09,2025-11-05 04:09:09
INT00683,ORD000961,M050,verification,delhivery,system,0.7579,rto,2026-02-24 16:39:04,2026-02-27 06:39:04
INT00684,ORD003406,M022,merchant_confirmation,merchant,merchant,0.5693,successful_delivery,2025-10-16 02:05:24,2025-10-18 13:05:24
INT00685,ORD004328,M120,merchant_confirmation,merchant,merchant,0.7736,successful_delivery,2025-10-30 12:01:37,2025-11-02 03:01:37
INT00686,ORD001958,M005,cancellation,delhivery,system,0.6090,rto,2025-11-19 10:05:39,2025-11-20 19:05:39
INT00687,ORD004801,M040,cod_to_prepaid,merchant,merchant,0.7411,successful_delivery,2026-01-19 17:07:03,2026-01-22 10:07:03
